,scientific_name,park_name,observations
16992,Thryomanes bewickii,Bryce National Park,80
5613,Thryomanes bewickii altus,Great Smoky Mountains National Park,86
7095,Thryomanes bewickii altus,Yellowstone National Park,206
7203,Thryomanes bewickii altus,Bryce National Park,106
18299,Thryomanes bewickii altus,Yosemite National Park,139
3873,Thryothorus ludovicianus,Great Smoky Mountains National Park,64
5098,Thryothorus ludovicianus,Yellowstone National Park,241
12380,Thryothorus ludovicianus,Yosemite National Park,172
21437,Thryothorus ludovicianus,Bryce National Park,90
4691,Thuidium allenii,Great Smoky Mountains National Park,89
16218,Thuidium allenii,Yellowstone National Park,272
20095,Thuidium allenii,Bryce National Park,107
21021,Thuidium allenii,Yosemite National Park,127
2742,Thuidium delicatulum,Yosemite National Park,151
7957,Thuidium delicatulum,Yellowstone National Park,245
8942,Thuidium delicatulum,Great Smoky Mountains National Park,73
19698,Thuidium delicatulum,Bryce National Park,81
4436,Thuidium recognitum,Yellowstone National Park,245
13116,Thuidium recognitum,Bryce National Park,99
21157,Thuidium recognitum,Great Smoky Mountains National Park,100
22487,Thuidium recognitum,Yosemite National Park,158
844,Thuja occidentalis,Yosemite National Park,141
6490,Thuja occidentalis,Great Smoky Mountains National Park,95
12850,Thuja occidentalis,Yellowstone National Park,262
19594,Thuja occidentalis,Bryce National Park,97
8620,Thymallus arcticus,Bryce National Park,65
18505,Thymallus arcticus,Yosemite National Park,155
19090,Thymallus arcticus,Yellowstone National Park,263
22905,Thymallus arcticus,Great Smoky Mountains National Park,49
5598,Thysanocarpus curvipes,Great Smoky Mountains National Park,69
6821,Thysanocarpus curvipes,Bryce National Park,73
12427,Thysanocarpus curvipes,Yellowstone National Park,267
19802,Thysanocarpus curvipes,Yosemite National Park,146
1389,Tiarella cordifolia,Yellowstone National Park,274
5554,Tiarella cordifolia,Yosemite National Park,124
9305,Tiarella cordifolia,Bryce National Park,87
21657,Tiarella cordifolia,Great Smoky Mountains National Park,87
1915,Tiarella cordifolia var. collina,Yosemite National Park,118
11650,Tiarella cordifolia var. collina,Yellowstone National Park,277
18420,Tiarella cordifolia var. collina,Bryce National Park,126
19464,Tiarella cordifolia var. collina,Great Smoky Mountains National Park,79
858,Tiarella cordifolia var. cordifolia,Great Smoky Mountains National Park,63
974,Tiarella cordifolia var. cordifolia,Yellowstone National Park,245
1118,Tiarella cordifolia var. cordifolia,Yosemite National Park,162
4130,Tiarella cordifolia var. cordifolia,Bryce National Park,99
10160,Tilia americana,Yosemite National Park,139
17384,Tilia americana,Great Smoky Mountains National Park,95
20737,Tilia americana,Bryce National Park,90
22101,Tilia americana,Yellowstone National Park,253
5809,Tilia americana var. americana,Yellowstone National Park,261
10933,Tilia americana var. americana,Bryce National Park,90
15177,Tilia americana var. americana,Great Smoky Mountains National Park,49
21023,Tilia americana var. americana,Yosemite National Park,104
6231,Tilia americana var. heterophylla,Bryce National Park,84
13226,Tilia americana var. heterophylla,Yosemite National Park,155
14020,Tilia americana var. heterophylla,Great Smoky Mountains National Park,55
22977,Tilia americana var. heterophylla,Yellowstone National Park,202
396,Tipularia discolor,Bryce National Park,57
10876,Tipularia discolor,Yellowstone National Park,277
13921,Tipularia discolor,Yosemite National Park,152
20550,Tipularia discolor,Great Smoky Mountains National Park,79
71,Tofieldia glabra,Great Smoky Mountains National Park,75
1555,Tofieldia glabra,Yellowstone National Park,220
12122,Tofieldia glabra,Bryce National Park,70
16676,Tofieldia glabra,Yosemite National Park,138
1785,Tonestus lyallii,Bryce National Park,101
11245,Tonestus lyallii,Yellowstone National Park,247
15036,Tonestus lyallii,Great Smoky Mountains National Park,90
20790,Tonestus lyallii,Yosemite National Park,172
4921,Torilis arvensis,Great Smoky Mountains National Park,83
11937,Torilis arvensis,Yellowstone National Park,240
13329,Torilis arvensis,Bryce National Park,121
16699,Torilis arvensis,Yosemite National Park,160
7080,Torilis japonica,Bryce National Park,112
9115,Torilis japonica,Yellowstone National Park,239
19970,Torilis japonica,Yosemite National Park,116
22574,Torilis japonica,Great Smoky Mountains National Park,80
541,Torilis nodosa,Yosemite National Park,170
16200,Torilis nodosa,Bryce National Park,89
16778,Torilis nodosa,Great Smoky Mountains National Park,56
23277,Torilis nodosa,Yellowstone National Park,231
5045,Torreya californica,Great Smoky Mountains National Park,86
16606,Torreya californica,Yellowstone National Park,240
17086,Torreya californica,Bryce National Park,91
21107,Torreya californica,Yosemite National Park,123
7178,Torreyochloa erecta,Yellowstone National Park,265
7541,Torreyochloa erecta,Yosemite National Park,114
12893,Torreyochloa erecta,Great Smoky Mountains National Park,61
15879,Torreyochloa erecta,Bryce National Park,103
3544,Torreyochloa pallida var. pauciflora,Yosemite National Park,139
4671,Torreyochloa pallida var. pauciflora,Great Smoky Mountains National Park,67
5194,Torreyochloa pallida var. pauciflora,Bryce National Park,97
23136,Torreyochloa pallida var. pauciflora,Yellowstone National Park,277
378,Tortella humilis,Bryce National Park,54
5268,Tortella humilis,Yellowstone National Park,238
11387,Tortella humilis,Great Smoky Mountains National Park,62
17800,Tortella humilis,Yosemite National Park,134
7716,Tortella tortuosa,Bryce National Park,44
18449,Tortella tortuosa,Yellowstone National Park,260
20237,Tortella tortuosa,Great Smoky Mountains National Park,88
21472,Tortella tortuosa,Yosemite National Park,147
2085,Tortula ammonsiana,Yosemite National Park,142
9445,Tortula ammonsiana,Bryce National Park,98
19030,Tortula ammonsiana,Yellowstone National Park,228
22986,Tortula ammonsiana,Great Smoky Mountains National Park,43
1931,Tortula amphidiacea,Great Smoky Mountains National Park,84
5418,Tortula amphidiacea,Yellowstone National Park,238
8391,Tortula amphidiacea,Bryce National Park,108
12015,Tortula amphidiacea,Yosemite National Park,167
4150,Tortula fragilis,Yosemite National Park,135
6766,Tortula fragilis,Bryce National Park,137
11325,Tortula fragilis,Yellowstone National Park,259
20690,Tortula fragilis,Great Smoky Mountains National Park,103
3161,Townsendia alpigena,Bryce National Park,94
8949,Townsendia alpigena,Great Smoky Mountains National Park,53
9786,Townsendia alpigena,Yosemite National Park,198
12310,Townsendia alpigena,Yellowstone National Park,266
8021,Townsendia condensata var. condensata,Bryce National Park,134
13406,Townsendia condensata var. condensata,Yellowstone National Park,252
15880,Townsendia condensata var. condensata,Yosemite National Park,144
17156,Townsendia condensata var. condensata,Great Smoky Mountains National Park,65
13549,Townsendia hookeri,Great Smoky Mountains National Park,57
15210,Townsendia hookeri,Bryce National Park,99
19180,Townsendia hookeri,Yellowstone National Park,267
20213,Townsendia hookeri,Yosemite National Park,126
13412,Townsendia leptotes,Great Smoky Mountains National Park,60
14724,Townsendia leptotes,Yosemite National Park,167
16748,Townsendia leptotes,Bryce National Park,83
17681,Townsendia leptotes,Yellowstone National Park,252
299,Townsendia parryi,Bryce National Park,70
7461,Townsendia parryi,Yellowstone National Park,219
19059,Townsendia parryi,Yosemite National Park,148
19487,Townsendia parryi,Great Smoky Mountains National Park,72
5321,Townsendia spathulata,Yosemite National Park,144
7440,Townsendia spathulata,Bryce National Park,95
20824,Townsendia spathulata,Great Smoky Mountains National Park,104
22020,Townsendia spathulata,Yellowstone National Park,223
686,Toxicodendron diversilobum,Bryce National Park,95
4850,Toxicodendron diversilobum,Yellowstone National Park,243
14908,Toxicodendron diversilobum,Yosemite National Park,173
22873,Toxicodendron diversilobum,Great Smoky Mountains National Park,85
9627,Toxicodendron radicans ssp. radicans,Yellowstone National Park,242
15811,Toxicodendron radicans ssp. radicans,Great Smoky Mountains National Park,85
21591,Toxicodendron radicans ssp. radicans,Yosemite National Park,174
21885,Toxicodendron radicans ssp. radicans,Bryce National Park,77
3611,Toxicodendron rydbergii,Yellowstone National Park,243
9065,Toxicodendron rydbergii,Great Smoky Mountains National Park,69
19395,Toxicodendron rydbergii,Yosemite National Park,173
19994,Toxicodendron rydbergii,Bryce National Park,75
4849,Toxostoma redivivum,Yosemite National Park,155
6829,Toxostoma redivivum,Yellowstone National Park,225
16023,Toxostoma redivivum,Bryce National Park,100
20211,Toxostoma redivivum,Great Smoky Mountains National Park,85
1336,Toxostoma rufum,Yellowstone National Park,245
7651,Toxostoma rufum,Bryce National Park,101
20350,Toxostoma rufum,Yosemite National Park,159
22550,Toxostoma rufum,Great Smoky Mountains National Park,80
1815,Trachemys scripta,Yellowstone National Park,276
6267,Trachemys scripta,Yosemite National Park,127
18118,Trachemys scripta,Bryce National Park,94
20094,Trachemys scripta,Great Smoky Mountains National Park,86
2118,Trachemys scripta troostii,Yellowstone National Park,246
3049,Trachemys scripta troostii,Great Smoky Mountains National Park,48
11294,Trachemys scripta troostii,Yosemite National Park,150
16585,Trachemys scripta troostii,Bryce National Park,129
3725,Tradescantia ohiensis,Yosemite National Park,160
5937,Tradescantia ohiensis,Great Smoky Mountains National Park,67
15830,Tradescantia ohiensis,Bryce National Park,99
16170,Tradescantia ohiensis,Yellowstone National Park,229
4618,Tradescantia subaspera,Yosemite National Park,121
12415,Tradescantia subaspera,Yellowstone National Park,234
16364,Tradescantia subaspera,Great Smoky Mountains National Park,78
22956,Tradescantia subaspera,Bryce National Park,128
5566,Tradescantia subaspera var. montana,Yellowstone National Park,244
7932,Tradescantia subaspera var. montana,Yosemite National Park,151
13866,Tradescantia subaspera var. montana,Bryce National Park,106
14122,Tradescantia subaspera var. montana,Great Smoky Mountains National Park,60
2909,Tradescantia subaspera var. subaspera,Bryce National Park,114
4010,Tradescantia subaspera var. subaspera,Yellowstone National Park,265
8042,Tradescantia subaspera var. subaspera,Great Smoky Mountains National Park,93
21073,Tradescantia subaspera var. subaspera,Yosemite National Park,119
4832,Tradescantia virginiana,Yosemite National Park,166
4978,Tradescantia virginiana,Yellowstone National Park,265
8324,Tradescantia virginiana,Bryce National Park,133
10790,Tradescantia virginiana,Great Smoky Mountains National Park,78
1200,Tragopogon dubius,Great Smoky Mountains National Park,77
1809,Tragopogon dubius,Yellowstone National Park,254
9398,Tragopogon dubius,Yosemite National Park,161
21668,Tragopogon dubius,Bryce National Park,88
4541,Tragopogon porrifolius,Bryce National Park,89
5031,Tragopogon porrifolius,Bryce National Park,122
5314,Tragopogon porrifolius,Great Smoky Mountains National Park,68
9071,Tragopogon porrifolius,Yosemite National Park,175
9332,Tragopogon porrifolius,Yellowstone National Park,266
9489,Tragopogon porrifolius,Yosemite National Park,120
17919,Tragopogon porrifolius,Great Smoky Mountains National Park,47
19743,Tragopogon porrifolius,Yellowstone National Park,244
6875,Tragopogon pratensis,Great Smoky Mountains National Park,90
21198,Tragopogon pratensis,Bryce National Park,108
21662,Tragopogon pratensis,Yellowstone National Park,258
21690,Tragopogon pratensis,Yosemite National Park,148
5394,Trautvetteria caroliniensis,Yellowstone National Park,248
8191,Trautvetteria caroliniensis,Great Smoky Mountains National Park,82
12388,Trautvetteria caroliniensis,Great Smoky Mountains National Park,89
14555,Trautvetteria caroliniensis,Yellowstone National Park,254
18438,Trautvetteria caroliniensis,Yosemite National Park,158
18485,Trautvetteria caroliniensis,Bryce National Park,139
19489,Trautvetteria caroliniensis,Yosemite National Park,147
22506,Trautvetteria caroliniensis,Bryce National Park,75
3554,Trematodon longicollis,Yosemite National Park,146
5965,Trematodon longicollis,Great Smoky Mountains National Park,96
14886,Trematodon longicollis,Yellowstone National Park,240
17348,Trematodon longicollis,Bryce National Park,121
9999,Tribulus terrestris,Great Smoky Mountains National Park,50
10769,Tribulus terrestris,Yellowstone National Park,239
11188,Tribulus terrestris,Bryce National Park,111
19230,Tribulus terrestris,Yosemite National Park,156
3505,Trichomanes boschianum,Bryce National Park,74
4455,Trichomanes boschianum,Great Smoky Mountains National Park,52
14501,Trichomanes boschianum,Yosemite National Park,163
19954,Trichomanes boschianum,Yellowstone National Park,226
528,Trichomanes intricatum,Yellowstone National Park,225
6826,Trichomanes intricatum,Yosemite National Park,135
8336,Trichomanes intricatum,Bryce National Park,99
15120,Trichomanes intricatum,Great Smoky Mountains National Park,92
6517,Trichomanes petersii,Yellowstone National Park,243
7434,Trichomanes petersii,Great Smoky Mountains National Park,70
12008,Trichomanes petersii,Yosemite National Park,110
16153,Trichomanes petersii,Bryce National Park,96
1765,Trichophorum caespitosum,Bryce National Park,130
7600,Trichophorum caespitosum,Yosemite National Park,187
14140,Trichophorum caespitosum,Great Smoky Mountains National Park,111
21303,Trichophorum caespitosum,Yellowstone National Park,231
4533,Trichophorum caespitosus,Bryce National Park,104
9334,Trichophorum caespitosus,Yosemite National Park,129
15389,Trichophorum caespitosus,Great Smoky Mountains National Park,73
21853,Trichophorum caespitosus,Yellowstone National Park,239
3900,Trichostema dichotomum,Yellowstone National Park,223
4874,Trichostema dichotomum,Yosemite National Park,147
12657,Trichostema dichotomum,Bryce National Park,124
15129,Trichostema dichotomum,Great Smoky Mountains National Park,63
7662,Trichostema lanceolatum,Yosemite National Park,151
9552,Trichostema lanceolatum,Great Smoky Mountains National Park,72
11351,Trichostema lanceolatum,Bryce National Park,115
14709,Trichostema lanceolatum,Yellowstone National Park,262
1477,Trichostema oblongum,Yosemite National Park,156
2632,Trichostema oblongum,Bryce National Park,63
13073,Trichostema oblongum,Great Smoky Mountains National Park,69
20443,Trichostema oblongum,Yellowstone National Park,251
7313,Tridens flavus,Bryce National Park,122
11451,Tridens flavus,Yellowstone National Park,250
14912,Tridens flavus,Yosemite National Park,174
15038,Tridens flavus,Great Smoky Mountains National Park,39
697,Tridens flavus var. chapmanii,Yosemite National Park,110
4327,Tridens flavus var. chapmanii,Yellowstone National Park,261
12395,Tridens flavus var. chapmanii,Bryce National Park,95
17894,Tridens flavus var. chapmanii,Great Smoky Mountains National Park,54
7009,Tridens flavus var. flavus,Great Smoky Mountains National Park,88
9011,Tridens flavus var. flavus,Yellowstone National Park,228
18598,Tridens flavus var. flavus,Bryce National Park,127
19238,Tridens flavus var. flavus,Yosemite National Park,115
1618,Trientalis borealis,Bryce National Park,102
12021,Trientalis borealis,Yosemite National Park,131
19356,Trientalis borealis,Yellowstone National Park,275
22072,Trientalis borealis,Great Smoky Mountains National Park,113
11012,Trientalis latifolia,Bryce National Park,109
16572,Trientalis latifolia,Yellowstone National Park,284
21358,Trientalis latifolia,Yosemite National Park,168
23119,Trientalis latifolia,Great Smoky Mountains National Park,86
2675,Trifolium arvense,Bryce National Park,95
3052,Trifolium arvense,Yellowstone National Park,274
3450,Trifolium arvense,Great Smoky Mountains National Park,104
21355,Trifolium arvense,Yosemite National Park,142
205,Trifolium aureum,Yellowstone National Park,263
3068,Trifolium aureum,Yosemite National Park,146
4294,Trifolium aureum,Yellowstone National Park,264
7570,Trifolium aureum,Great Smoky Mountains National Park,107
9157,Trifolium aureum,Yosemite National Park,170
10926,Trifolium aureum,Bryce National Park,95
17930,Trifolium aureum,Bryce National Park,63
20776,Trifolium aureum,Great Smoky Mountains National Park,98
7426,Trifolium bolanderi,Great Smoky Mountains National Park,76
16431,Trifolium bolanderi,Yosemite National Park,137
18261,Trifolium bolanderi,Yellowstone National Park,246
19056,Trifolium bolanderi,Bryce National Park,95
7122,Trifolium breweri,Yosemite National Park,117
12725,Trifolium breweri,Bryce National Park,81
19860,Trifolium breweri,Yellowstone National Park,237
22006,Trifolium breweri,Great Smoky Mountains National Park,68
2076,Trifolium campestre,Great Smoky Mountains National Park,67
6478,Trifolium campestre,Yosemite National Park,130
7150,Trifolium campestre,Bryce National Park,87
8090,Trifolium campestre,Yosemite National Park,105
11513,Trifolium campestre,Bryce National Park,104
18435,Trifolium campestre,Yellowstone National Park,239
21151,Trifolium campestre,Yellowstone National Park,239
22131,Trifolium campestre,Great Smoky Mountains National Park,72
4538,Trifolium ciliolatum,Yellowstone National Park,240
7794,Trifolium ciliolatum,Yosemite National Park,157
8038,Trifolium ciliolatum,Bryce National Park,115
9188,Trifolium ciliolatum,Great Smoky Mountains National Park,51
432,Trifolium cyathiferum,Bryce National Park,128
614,Trifolium cyathiferum,Yosemite National Park,159
3882,Trifolium cyathiferum,Yellowstone National Park,258
11176,Trifolium cyathiferum,Great Smoky Mountains National Park,55
1544,Trifolium dubium,Great Smoky Mountains National Park,88
1547,Trifolium dubium,Yosemite National Park,142
4655,Trifolium dubium,Yellowstone National Park,253
6501,Trifolium dubium,Yellowstone National Park,266
8227,Trifolium dubium,Great Smoky Mountains National Park,77
11298,Trifolium dubium,Yosemite National Park,138
12252,Trifolium dubium,Bryce National Park,85
20999,Trifolium dubium,Bryce National Park,109
19313,Trifolium gracilentum var. gracilentum,Great Smoky Mountains National Park,57
20632,Trifolium gracilentum var. gracilentum,Yosemite National Park,188
22128,Trifolium gracilentum var. gracilentum,Yellowstone National Park,259
22832,Trifolium gracilentum var. gracilentum,Bryce National Park,50
8361,Trifolium haydenii,Great Smoky Mountains National Park,108
8739,Trifolium haydenii,Yosemite National Park,165
13888,Trifolium haydenii,Bryce National Park,100
16751,Trifolium haydenii,Yellowstone National Park,244
648,Trifolium hybridum,Bryce National Park,75
1129,Trifolium hybridum,Yellowstone National Park,247
13684,Trifolium hybridum,Yosemite National Park,141
18695,Trifolium hybridum,Great Smoky Mountains National Park,95
3523,Trifolium incarnatum,Bryce National Park,66
12135,Trifolium incarnatum,Yosemite National Park,134
14541,Trifolium incarnatum,Great Smoky Mountains National Park,78
15737,Trifolium incarnatum,Yellowstone National Park,251
834,Trifolium microcephalum,Yellowstone National Park,243
2456,Trifolium microcephalum,Great Smoky Mountains National Park,94
19484,Trifolium microcephalum,Bryce National Park,67
21625,Trifolium microcephalum,Yosemite National Park,171
3453,Trifolium obtusiflorum,Bryce National Park,90
4624,Trifolium obtusiflorum,Great Smoky Mountains National Park,77
6344,Trifolium obtusiflorum,Yellowstone National Park,251
12483,Trifolium obtusiflorum,Yosemite National Park,125
11037,Trifolium oliganthum,Great Smoky Mountains National Park,71
14079,Trifolium oliganthum,Bryce National Park,86
18412,Trifolium oliganthum,Yellowstone National Park,259
22153,Trifolium oliganthum,Yosemite National Park,146
6629,Trifolium pratense,Yosemite National Park,195
8998,Trifolium pratense,Yellowstone National Park,269
21075,Trifolium pratense,Great Smoky Mountains National Park,57
22142,Trifolium pratense,Bryce National Park,137
9680,Trifolium repens,Bryce National Park,84
11069,Trifolium repens,Yosemite National Park,152
11130,Trifolium repens,Great Smoky Mountains National Park,76
11691,Trifolium repens,Yellowstone National Park,282
13336,Trifolium repens,Yosemite National Park,162
16122,Trifolium repens,Yellowstone National Park,242
16666,Trifolium repens,Great Smoky Mountains National Park,46
18504,Trifolium repens,Bryce National Park,66
13131,Trifolium variegatum,Yosemite National Park,159
13177,Trifolium variegatum,Yellowstone National Park,240
17992,Trifolium variegatum,Bryce National Park,62
22699,Trifolium variegatum,Great Smoky Mountains National Park,83
1944,Trifolium willdenovii,Yosemite National Park,147
15472,Trifolium willdenovii,Great Smoky Mountains National Park,84
17650,Trifolium willdenovii,Yellowstone National Park,228
23080,Trifolium willdenovii,Bryce National Park,105
5356,Trifolium wormskioldii,Yellowstone National Park,237
6067,Trifolium wormskioldii,Great Smoky Mountains National Park,85
13833,Trifolium wormskioldii,Yosemite National Park,166
18890,Trifolium wormskioldii,Bryce National Park,107
1816,Triglochin concinna var. debilis,Bryce National Park,114
4355,Triglochin concinna var. debilis,Yosemite National Park,143
16328,Triglochin concinna var. debilis,Yellowstone National Park,256
22656,Triglochin concinna var. debilis,Great Smoky Mountains National Park,95
17072,Triglochin maritima,Yellowstone National Park,231
20369,Triglochin maritima,Great Smoky Mountains National Park,94
22522,Triglochin maritima,Yosemite National Park,149
22770,Triglochin maritima,Bryce National Park,101
2421,Triglochin palustre,Bryce National Park,109
8017,Triglochin palustre,Yellowstone National Park,262
20008,Triglochin palustre,Great Smoky Mountains National Park,88
21666,Triglochin palustre,Yosemite National Park,160
3448,Trillium angustipetalum,Yellowstone National Park,277
6189,Trillium angustipetalum,Great Smoky Mountains National Park,73
18650,Trillium angustipetalum,Yosemite National Park,137
22146,Trillium angustipetalum,Bryce National Park,81
342,Trillium catesbaei,Bryce National Park,94
2810,Trillium catesbaei,Yellowstone National Park,245
9729,Trillium catesbaei,Yosemite National Park,173
21220,Trillium catesbaei,Great Smoky Mountains National Park,113
5608,Trillium cuneatum,Yosemite National Park,148
9178,Trillium cuneatum,Bryce National Park,87
10189,Trillium cuneatum,Yellowstone National Park,231
19635,Trillium cuneatum,Great Smoky Mountains National Park,74
1095,Trillium erectum,Great Smoky Mountains National Park,101
4817,Trillium erectum,Yellowstone National Park,264
9036,Trillium erectum,Bryce National Park,97
11021,Trillium erectum,Yosemite National Park,149
1277,Trillium flexipes,Bryce National Park,79
4571,Trillium flexipes,Yosemite National Park,171
10017,Trillium flexipes,Yellowstone National Park,222
16706,Trillium flexipes,Great Smoky Mountains National Park,49
10562,Trillium grandiflorum,Great Smoky Mountains National Park,45
15277,Trillium grandiflorum,Yellowstone National Park,264
17816,Trillium grandiflorum,Yosemite National Park,147
18366,Trillium grandiflorum,Bryce National Park,104
7960,Trillium luteum,Great Smoky Mountains National Park,61
9393,Trillium luteum,Bryce National Park,101
12372,Trillium luteum,Yellowstone National Park,278
20088,Trillium luteum,Yosemite National Park,169
3053,Trillium pusillum var. pusillum,Yosemite National Park,150
10832,Trillium pusillum var. pusillum,Great Smoky Mountains National Park,84
16757,Trillium pusillum var. pusillum,Yellowstone National Park,228
17873,Trillium pusillum var. pusillum,Bryce National Park,105
1607,Trillium rugelii,Yosemite National Park,219
2767,Trillium rugelii,Yellowstone National Park,279
17758,Trillium rugelii,Great Smoky Mountains National Park,74
21265,Trillium rugelii,Bryce National Park,89
4848,Trillium simile,Great Smoky Mountains National Park,85
15048,Trillium simile,Yosemite National Park,157
20650,Trillium simile,Bryce National Park,162
22476,Trillium simile,Yellowstone National Park,237
2114,Trillium undulatum,Great Smoky Mountains National Park,89
3005,Trillium undulatum,Yellowstone National Park,274
12572,Trillium undulatum,Bryce National Park,108
21590,Trillium undulatum,Yosemite National Park,127
11168,Trillium vaseyi,Yosemite National Park,161
12957,Trillium vaseyi,Bryce National Park,68
15026,Trillium vaseyi,Great Smoky Mountains National Park,77
16383,Trillium vaseyi,Yellowstone National Park,241
4305,Tringa flavipes,Yellowstone National Park,229
13686,Tringa flavipes,Yosemite National Park,128
13851,Tringa flavipes,Bryce National Park,102
19047,Tringa flavipes,Great Smoky Mountains National Park,75
2634,Tringa incana,Great Smoky Mountains National Park,89
2764,Tringa incana,Yellowstone National Park,257
11342,Tringa incana,Bryce National Park,114
13299,Tringa incana,Yosemite National Park,157
5662,Tringa melanoleuca,Great Smoky Mountains National Park,76
5982,Tringa melanoleuca,Bryce National Park,127
9111,Tringa melanoleuca,Yellowstone National Park,224
12652,Tringa melanoleuca,Yosemite National Park,163
12299,Tringa semipalmata,Yellowstone National Park,232
14881,Tringa semipalmata,Great Smoky Mountains National Park,74
18971,Tringa semipalmata,Bryce National Park,111
20603,Tringa semipalmata,Yosemite National Park,168
707,Tringa solitaria,Yellowstone National Park,267
15429,Tringa solitaria,Great Smoky Mountains National Park,78
16157,Tringa solitaria,Yosemite National Park,182
19061,Tringa solitaria,Bryce National Park,115
7073,Triodanis biflora,Bryce National Park,76
10658,Triodanis biflora,Great Smoky Mountains National Park,89
17358,Triodanis biflora,Yosemite National Park,141
20598,Triodanis biflora,Yellowstone National Park,234
1229,Triodanis perfoliata var. perfoliata,Yosemite National Park,180
2128,Triodanis perfoliata var. perfoliata,Great Smoky Mountains National Park,83
15217,Triodanis perfoliata var. perfoliata,Bryce National Park,104
23290,Triodanis perfoliata var. perfoliata,Yellowstone National Park,262
7664,Triosteum angustifolium,Great Smoky Mountains National Park,75
8140,Triosteum angustifolium,Yellowstone National Park,282
15260,Triosteum angustifolium,Bryce National Park,89
21299,Triosteum angustifolium,Yosemite National Park,183
15693,Triosteum aurantiacum,Yosemite National Park,144
18217,Triosteum aurantiacum,Bryce National Park,108
19225,Triosteum aurantiacum,Yellowstone National Park,243
19719,Triosteum aurantiacum,Great Smoky Mountains National Park,80
139,Triosteum perfoliatum,Yellowstone National Park,257
3504,Triosteum perfoliatum,Bryce National Park,121
9537,Triosteum perfoliatum,Yosemite National Park,137
22942,Triosteum perfoliatum,Great Smoky Mountains National Park,28
4293,Triphora trianthophora,Yellowstone National Park,258
18068,Triphora trianthophora,Yosemite National Park,180
19272,Triphora trianthophora,Bryce National Park,73
21088,Triphora trianthophora,Great Smoky Mountains National Park,47
2700,Tripsacum dactyloides,Yellowstone National Park,258
9797,Tripsacum dactyloides,Bryce National Park,80
12815,Tripsacum dactyloides,Great Smoky Mountains National Park,108
15653,Tripsacum dactyloides,Yosemite National Park,169
8357,Trisetum canescens,Great Smoky Mountains National Park,64
9156,Trisetum canescens,Bryce National Park,95
14404,Trisetum canescens,Yosemite National Park,158
19114,Trisetum canescens,Yellowstone National Park,282
539,Trisetum spicatum,Bryce National Park,119
2965,Trisetum spicatum,Yellowstone National Park,235
3438,Trisetum spicatum,Great Smoky Mountains National Park,54
12683,Trisetum spicatum,Yosemite National Park,162
2969,Trisetum wolfii,Great Smoky Mountains National Park,74
6505,Trisetum wolfii,Bryce National Park,147
13937,Trisetum wolfii,Yellowstone National Park,265
15227,Trisetum wolfii,Yosemite National Park,123
4357,Triteleia dudleyi,Yosemite National Park,144
13437,Triteleia dudleyi,Bryce National Park,112
14950,Triteleia dudleyi,Great Smoky Mountains National Park,37
18298,Triteleia dudleyi,Yellowstone National Park,250
2335,Triteleia grandiflora var. grandiflora,Great Smoky Mountains National Park,78
6914,Triteleia grandiflora var. grandiflora,Yosemite National Park,132
7091,Triteleia grandiflora var. grandiflora,Yellowstone National Park,248
16127,Triteleia grandiflora var. grandiflora,Bryce National Park,104
2369,Triteleia hyacinthina,Great Smoky Mountains National Park,20
8222,Triteleia hyacinthina,Yosemite National Park,157
14469,Triteleia hyacinthina,Bryce National Park,84
16672,Triteleia hyacinthina,Yellowstone National Park,254
10020,Triteleia ixioides ssp. anilina,Yellowstone National Park,266
12978,Triteleia ixioides ssp. anilina,Great Smoky Mountains National Park,68
16048,Triteleia ixioides ssp. anilina,Yosemite National Park,151
19634,Triteleia ixioides ssp. anilina,Bryce National Park,117
2896,Triteleia ixioides ssp. scabra,Yosemite National Park,114
5185,Triteleia ixioides ssp. scabra,Great Smoky Mountains National Park,73
11030,Triteleia ixioides ssp. scabra,Bryce National Park,95
11282,Triteleia ixioides ssp. scabra,Yellowstone National Park,246
2233,Triteleia laxa,Great Smoky Mountains National Park,44
5212,Triteleia laxa,Bryce National Park,120
14358,Triteleia laxa,Yosemite National Park,126
14434,Triteleia laxa,Yellowstone National Park,290
4433,Triteleia lugens,Yellowstone National Park,261
5676,Triteleia lugens,Yosemite National Park,166
14755,Triteleia lugens,Bryce National Park,107
23007,Triteleia lugens,Great Smoky Mountains National Park,57
3514,Triteleia montana,Yellowstone National Park,272
6171,Triteleia montana,Yosemite National Park,171
11542,Triteleia montana,Great Smoky Mountains National Park,76
21234,Triteleia montana,Bryce National Park,78
776,Triticum aestivum,Yosemite National Park,175
913,Triticum aestivum,Great Smoky Mountains National Park,94
3000,Triticum aestivum,Bryce National Park,92
7059,Triticum aestivum,Yellowstone National Park,227
13176,Triticum aestivum,Yosemite National Park,133
13293,Triticum aestivum,Great Smoky Mountains National Park,61
16197,Triticum aestivum,Yellowstone National Park,260
18185,Triticum aestivum,Bryce National Park,85
2136,Troglodytes aedon,Great Smoky Mountains National Park,71
6925,Troglodytes aedon,Yellowstone National Park,263
10771,Troglodytes aedon,Bryce National Park,127
12962,Troglodytes aedon,Yosemite National Park,134
6440,Troglodytes pacificus,Yellowstone National Park,255
15821,Troglodytes pacificus,Bryce National Park,93
18685,Troglodytes pacificus,Great Smoky Mountains National Park,80
20452,Troglodytes pacificus,Yosemite National Park,122
3193,Troglodytes troglodytes,Yellowstone National Park,231
4790,Troglodytes troglodytes,Yosemite National Park,156
